question_id,category,difficulty,strategy,approach_mean,approach_ci,accuracy_mean,accuracy_ci,sources_mean,sources_ci,Failed,iterations,tool_calls,tokens,duration_s,total_input_tokens,total_output_tokens,total_cached_tokens,input_tokens,output_tokens,cached_tokens,reasoning_tokens
196,Knowledge retrieval and interpretation,Easy,attributes,4.0,"[4.000, 4.000]",0.75,"[0.750, 0.750]",3.0,"[3.000, 3.000]",False,5,4,450722,47.8,448843,1879,0,448843,1879,0,0
204,Knowledge retrieval and interpretation,Easy,attributes,5.0,"[5.000, 5.000]",1.0,"[1.000, 1.000]",2.0,"[2.000, 2.000]",False,2,1,32709,11.8,32123,586,0,32123,586,0,0
208,Knowledge retrieval and interpretation,Hard,attributes,2.0,"[2.000, 2.000]",0.0,"[0.000, 0.000]",2.0,"[2.000, 2.000]",False,3,9,1396336,108.8,1391937,4399,0,1391937,4399,0,0
213,Knowledge retrieval and interpretation,Medium,attributes,4.0,"[4.000, 4.000]",0.5,"[0.500, 0.500]",3.0,"[3.000, 3.000]",False,3,3,246561,53.3,244715,1846,0,244715,1846,0,0
221,Knowledge retrieval and interpretation,Medium,attributes,4.0,"[4.000, 4.000]",0.8,"[0.800, 0.800]",2.0,"[2.000, 2.000]",False,4,3,352010,47.2,349719,2291,0,349719,2291,0,0
229,Knowledge retrieval and interpretation,Medium,attributes,5.0,"[5.000, 5.000]",1.0,"[1.000, 1.000]",2.0,"[2.000, 2.000]",False,2,1,32580,12.2,32107,473,0,32107,473,0,0
232,Advanced quantitative modeling and decision analytics,Hard,accuracy,4.0,"[4.000, 4.000]",0.95,"[0.950, 0.950]",1.0,"[1.000, 1.000]",False,16,22,363976,508.7,358920,5056,0,358920,5056,0,0
234,Advanced quantitative modeling and decision analytics,Hard,accuracy,3.0,"[3.000, 3.000]",0.8,"[0.800, 0.800]",1.0,"[1.000, 1.000]",False,21,26,540983,369.9,531645,9338,0,531645,9338,0,0
244,Advanced quantitative modeling and decision analytics,Hard,accuracy,4.0,"[4.000, 4.000]",1.0,"[1.000, 1.000]",2.0,"[2.000, 2.000]",False,8,8,266252,91.4,262041,4211,0,262041,4211,0,0
245,Advanced quantitative modeling and decision analytics,Hard,accuracy,4.0,"[4.000, 4.000]",1.0,"[1.000, 1.000]",2.0,"[2.000, 2.000]",False,11,24,259511,193.6,251328,8183,0,251328,8183,0,0
249,Advanced quantitative modeling and decision analytics,Hard,accuracy,4.0,"[4.000, 4.000]",0.0,"[0.000, 0.000]",2.0,"[2.000, 2.000]",True,25,31,755122,224.9,740747,14375,0,740747,14375,0,0
